gap,gap_segment,predicted_max_diff_open,predicted_min_diff_open
1.189,1,0.44322968,-0.36217213
1.19,1,0.44344565,-0.36240736
1.19,1,0.44344565,-0.36240736
1.19,1,0.44344565,-0.36240736
1.19,1,0.44344565,-0.36240736
1.19,1,0.44344565,-0.36240736
1.19,1,0.44344565,-0.36240736
1.19,1,0.44344565,-0.36240736
1.194,1,0.44430935,-0.3633482
1.196,1,0.4447412,-0.3638186
1.197,1,0.44495714,-0.36405382
1.197,1,0.44495714,-0.36405382
1.197,1,0.44495714,-0.36405382
1.2,1,0.44560492,-0.36475945
1.2,1,0.44560492,-0.36475945
1.2,1,0.44560492,-0.36475945
1.2,1,0.44560492,-0.36475945
1.2,1,0.44560492,-0.36475945
1.2,1,0.44560492,-0.36475945
1.2,1,0.44560492,-0.36475945
1.2,1,0.44560492,-0.36475945
1.2,1,0.44560492,-0.36475945
1.2,1,0.44560492,-0.36475945
1.2,1,0.44560492,-0.36475945
1.203,1,0.4462527,-0.36546504
1.207,1,0.44711643,-0.3664059
1.207,1,0.44711643,-0.3664059
1.21,1,0.44776422,-0.3671115
1.21,1,0.44776422,-0.3671115
1.21,1,0.44776422,-0.3671115
1.21,1,0.44776422,-0.3671115
1.21,1,0.44776422,-0.3671115
1.21,1,0.44776422,-0.3671115
1.21,1,0.44776422,-0.3671115
1.21,1,0.44776422,-0.3671115
1.21,1,0.44776422,-0.3671115
1.21,1,0.44776422,-0.3671115
1.21,1,0.44776422,-0.3671115
1.21,1,0.44776422,-0.3671115
1.211,1,0.44798017,-0.36734673
1.213,1,0.44841203,-0.3678172
1.214,1,0.44862792,-0.36805233
1.215,1,0.44884387,-0.36828756
1.217,1,0.4492757,-0.36875796
1.217,1,0.4492757,-0.36875796
1.22,1,0.44992352,-0.36946362
1.22,1,0.44992352,-0.36946362
1.22,1,0.44992352,-0.36946362
1.22,1,0.44992352,-0.36946362
1.22,1,0.44992352,-0.36946362
1.22,1,0.44992352,-0.36946362
1.22,1,0.44992352,-0.36946362
1.22,1,0.44992352,-0.36946362
1.22,1,0.44992352,-0.36946362
1.22,1,0.44992352,-0.36946362
1.22,1,0.44992352,-0.36946362
1.22,1,0.44992352,-0.36946362
1.223,1,0.4505713,-0.37016928
1.223,1,0.4505713,-0.37016928
1.223,1,0.4505713,-0.37016928
1.224,1,0.4507872,-0.37040445
1.226,1,0.45121905,-0.37087488
1.227,1,0.451435,-0.37111008
1.227,1,0.451435,-0.37111008
1.227,1,0.451435,-0.37111008
1.228,1,0.45165095,-0.37134528
1.229,1,0.45186684,-0.37158048
1.23,1,0.45208278,-0.3718157
1.23,1,0.45208278,-0.3718157
1.23,1,0.45208278,-0.3718157
1.23,1,0.45208278,-0.3718157
1.23,1,0.45208278,-0.3718157
1.23,1,0.45208278,-0.3718157
1.23,1,0.45208278,-0.3718157
1.23,1,0.45208278,-0.3718157
1.23,1,0.45208278,-0.3718157
1.23,1,0.45208278,-0.3718157
1.23,1,0.45208278,-0.3718157
1.23,1,0.45208278,-0.3718157
1.232,1,0.45251465,-0.37228614
1.233,1,0.4527306,-0.37252134
1.233,1,0.4527306,-0.37252134
1.233,1,0.4527306,-0.37252134
1.236,1,0.45337832,-0.37322694
1.236,1,0.45337832,-0.37322694
1.237,1,0.45359427,-0.37346217
1.237,1,0.45359427,-0.37346217
1.239,1,0.45402616,-0.3739326
1.24,1,0.45424208,-0.3741678
1.24,1,0.45424208,-0.3741678
1.24,1,0.45424208,-0.3741678
1.24,1,0.45424208,-0.3741678
1.24,1,0.45424208,-0.3741678
1.24,1,0.45424208,-0.3741678
1.24,1,0.45424208,-0.3741678
1.24,1,0.45424208,-0.3741678
1.24,1,0.45424208,-0.3741678
1.24,1,0.45424208,-0.3741678
1.241,1,0.45445803,-0.37440303
1.242,1,0.45467392,-0.3746382
1.243,1,0.45488986,-0.37487343
1.246,1,0.45553768,-0.3755791
1.247,1,0.45575356,-0.37581426
1.247,1,0.45575356,-0.37581426
1.25,1,0.4564014,-0.37651992
1.25,1,0.4564014,-0.37651992
1.25,1,0.4564014,-0.37651992
1.25,1,0.4564014,-0.37651992
1.25,1,0.4564014,-0.37651992
1.25,1,0.4564014,-0.37651992
1.25,1,0.4564014,-0.37651992
1.25,1,0.4564014,-0.37651992
1.25,1,0.4564014,-0.37651992
1.25,1,0.4564014,-0.37651992
1.251,1,0.4566173,-0.37675512
1.251,1,0.4566173,-0.37675512
1.253,1,0.4570492,-0.37722555
1.253,1,0.4570492,-0.37722555
1.253,1,0.4570492,-0.37722555
1.254,1,0.45726505,-0.37746072
1.254,1,0.45726505,-0.37746072
1.254,1,0.45726505,-0.37746072
1.256,1,0.45769694,-0.37793118
1.256,1,0.45769694,-0.37793118
1.257,1,0.45791286,-0.37816638
1.257,1,0.45791286,-0.37816638
1.26,1,0.45856065,-0.37887198
1.26,1,0.45856065,-0.37887198
1.26,1,0.45856065,-0.37887198
1.26,1,0.45856065,-0.37887198
1.26,1,0.45856065,-0.37887198
1.26,1,0.45856065,-0.37887198
1.26,1,0.45856065,-0.37887198
1.26,1,0.45856065,-0.37887198
1.262,1,0.45899248,-0.37934238
1.262,1,0.45899248,-0.37934238
1.263,1,0.45920843,-0.3795776
1.263,1,0.45920843,-0.3795776
1.265,1,0.4596403,-0.38004804
1.267,1,0.46007213,-0.38051844
1.267,1,0.46007213,-0.38051844
1.267,1,0.46007213,-0.38051844
1.267,1,0.46007213,-0.38051844
1.267,1,0.46007213,-0.38051844
1.27,1,0.46071994,-0.38122407
1.27,1,0.46071994,-0.38122407
1.27,1,0.46071994,-0.38122407
1.27,1,0.46071994,-0.38122407
1.27,1,0.46071994,-0.38122407
1.27,1,0.46071994,-0.38122407
1.27,1,0.46071994,-0.38122407
1.27,1,0.46071994,-0.38122407
1.27,1,0.46071994,-0.38122407
1.27,1,0.46071994,-0.38122407
1.277,1,0.46223143,-0.38287055
1.277,1,0.46223143,-0.38287055
1.28,1,0.4628792,-0.38357615
1.28,1,0.4628792,-0.38357615
1.28,1,0.4628792,-0.38357615
1.28,1,0.4628792,-0.38357615
1.28,1,0.4628792,-0.38357615
1.28,1,0.4628792,-0.38357615
1.28,1,0.4628792,-0.38357615
1.283,1,0.46352702,-0.3842818
1.283,1,0.46352702,-0.3842818
1.285,1,0.4639589,-0.3847522
1.285,1,0.4639589,-0.3847522
1.287,1,0.46439072,-0.3852226
1.288,1,0.46460667,-0.38545787
1.29,1,0.4650385,-0.38592827
1.29,1,0.4650385,-0.38592827
1.29,1,0.4650385,-0.38592827
1.29,1,0.4650385,-0.38592827
1.29,1,0.4650385,-0.38592827
1.29,1,0.4650385,-0.38592827
1.29,1,0.4650385,-0.38592827
1.29,1,0.4650385,-0.38592827
1.29,1,0.4650385,-0.38592827
1.29,1,0.4650385,-0.38592827
1.29,1,0.4650385,-0.38592827
1.29,1,0.4650385,-0.38592827
1.29,1,0.4650385,-0.38592827
1.29,1,0.4650385,-0.38592827
1.29,1,0.4650385,-0.38592827
1.29,1,0.4650385,-0.38592827
1.293,1,0.46568632,-0.3866339
1.294,1,0.46590224,-0.3868691
1.294,1,0.46590224,-0.3868691
1.3,1,0.4671978,-0.38828033
1.3,1,0.4671978,-0.38828033
1.3,1,0.4671978,-0.38828033
1.3,1,0.4671978,-0.38828033
1.3,1,0.4671978,-0.38828033
1.3,1,0.4671978,-0.38828033
1.3,1,0.4671978,-0.38828033
1.3,1,0.4671978,-0.38828033
1.3,1,0.4671978,-0.38828033
1.3,1,0.4671978,-0.38828033
1.3,1,0.4671978,-0.38828033
1.3,1,0.4671978,-0.38828033
1.3,1,0.4671978,-0.38828033
1.3,1,0.4671978,-0.38828033
1.301,1,0.46741372,-0.3885156
1.303,1,0.4678456,-0.388986
1.303,1,0.4678456,-0.388986
1.306,1,0.46849337,-0.3896916
1.307,1,0.46870932,-0.38992685
1.31,1,0.46935707,-0.39063245
1.31,1,0.46935707,-0.39063245
1.31,1,0.46935707,-0.39063245
1.31,1,0.46935707,-0.39063245
1.31,1,0.46935707,-0.39063245
1.31,1,0.46935707,-0.39063245
1.31,1,0.46935707,-0.39063245
1.31,1,0.46935707,-0.39063245
1.31,1,0.46935707,-0.39063245
1.31,1,0.46935707,-0.39063245
1.313,1,0.4700049,-0.3913381
1.313,1,0.4700049,-0.3913381
1.316,1,0.4706527,-0.3920437
1.317,1,0.4708686,-0.3922789
1.317,1,0.4708686,-0.3922789
1.319,1,0.47130048,-0.39274934
1.32,1,0.4715164,-0.39298457
1.32,1,0.4715164,-0.39298457
1.32,1,0.4715164,-0.39298457
1.32,1,0.4715164,-0.39298457
1.32,1,0.4715164,-0.39298457
1.32,1,0.4715164,-0.39298457
1.32,1,0.4715164,-0.39298457
1.32,1,0.4715164,-0.39298457
1.32,1,0.4715164,-0.39298457
1.32,1,0.4715164,-0.39298457
1.323,1,0.47216418,-0.39369017
1.323,1,0.47216418,-0.39369017
1.323,1,0.47216418,-0.39369017
1.323,1,0.47216418,-0.39369017
1.327,1,0.47302794,-0.39463103
1.33,1,0.4736757,-0.39533666
1.33,1,0.4736757,-0.39533666
1.33,1,0.4736757,-0.39533666
1.33,1,0.4736757,-0.39533666
1.33,1,0.4736757,-0.39533666
1.33,1,0.4736757,-0.39533666
1.33,1,0.4736757,-0.39533666
1.33,1,0.4736757,-0.39533666
1.33,1,0.4736757,-0.39533666
1.33,1,0.4736757,-0.39533666
1.33,1,0.4736757,-0.39533666
1.331,1,0.47389162,-0.39557183
1.331,1,0.47389162,-0.39557183
1.333,1,0.47432345,-0.3960423
1.334,1,0.47453943,-0.3962775
1.337,1,0.4751872,-0.3969831
1.337,1,0.4751872,-0.3969831
1.34,1,0.475835,-0.39768875
1.34,1,0.475835,-0.39768875
1.34,1,0.475835,-0.39768875
1.34,1,0.475835,-0.39768875
1.341,1,0.4760509,-0.39792395
1.342,1,0.47626683,-0.39815915
1.342,1,0.47626683,-0.39815915
1.343,1,0.47648275,-0.39839435
1.347,1,0.47734645,-0.39933518
1.349,1,0.47777835,-0.3998056
1.35,1,0.47799426,-0.40004086
1.35,1,0.47799426,-0.40004086
1.35,1,0.47799426,-0.40004086
1.35,1,0.47799426,-0.40004086
1.35,1,0.47799426,-0.40004086
1.35,1,0.47799426,-0.40004086
1.35,1,0.47799426,-0.40004086
1.35,1,0.47799426,-0.40004086
1.35,1,0.47799426,-0.40004086
1.35,1,0.47799426,-0.40004086
1.35,1,0.47799426,-0.40004086
1.35,1,0.47799426,-0.40004086
1.351,1,0.47821018,-0.400276
1.354,1,0.478858,-0.40098166
1.354,1,0.478858,-0.40098166
1.355,1,0.47907394,-0.4012169
1.357,1,0.47950578,-0.4016873
1.36,1,0.48015356,-0.40239292
1.36,1,0.48015356,-0.40239292
1.36,1,0.48015356,-0.40239292
1.36,1,0.48015356,-0.40239292
1.36,1,0.48015356,-0.40239292
1.36,1,0.48015356,-0.40239292
1.36,1,0.48015356,-0.40239292
1.36,1,0.48015356,-0.40239292
1.36,1,0.48015356,-0.40239292
1.36,1,0.48015356,-0.40239292
1.36,1,0.48015356,-0.40239292
1.36,1,0.48015356,-0.40239292
1.36,1,0.48015356,-0.40239292
1.36,1,0.48015356,-0.40239292
1.361,1,0.48036948,-0.40262812
1.364,1,0.4810173,-0.40333378
1.37,1,0.48231283,-0.404745
1.37,1,0.48231283,-0.404745
1.37,1,0.48231283,-0.404745
1.37,1,0.48231283,-0.404745
1.37,1,0.48231283,-0.404745
1.37,1,0.48231283,-0.404745
1.37,1,0.48231283,-0.404745
1.37,1,0.48231283,-0.404745
1.37,1,0.48231283,-0.404745
1.371,1,0.4825288,-0.40498024
1.373,1,0.48296064,-0.40545064
1.373,1,0.48296064,-0.40545064
1.377,1,0.48382434,-0.40639147
1.377,1,0.48382434,-0.40639147
1.377,1,0.48382434,-0.40639147
1.377,1,0.48382434,-0.40639147
1.38,1,0.48447213,-0.4070971
1.38,1,0.48447213,-0.4070971
1.38,1,0.48447213,-0.4070971
1.38,1,0.48447213,-0.4070971
1.38,1,0.48447213,-0.4070971
1.38,1,0.48447213,-0.4070971
1.38,1,0.48447213,-0.4070971
1.38,1,0.48447213,-0.4070971
1.38,1,0.48447213,-0.4070971
1.38,1,0.48447213,-0.4070971
1.38,1,0.48447213,-0.4070971
1.38,1,0.48447213,-0.4070971
1.38,1,0.48447213,-0.4070971
1.38,1,0.48447213,-0.4070971
1.385,1,0.4855518,-0.40827316
1.385,1,0.4855518,-0.40827316
1.386,1,0.48576772,-0.40850836
1.387,1,0.4859836,-0.40874356
1.387,1,0.4859836,-0.40874356
1.387,1,0.4859836,-0.40874356
1.389,1,0.4864155,-0.40921402
1.39,1,0.48663142,-0.40944922
1.39,1,0.48663142,-0.40944922
1.39,1,0.48663142,-0.40944922
1.39,1,0.48663142,-0.40944922
1.39,1,0.48663142,-0.40944922
1.39,1,0.48663142,-0.40944922
1.39,1,0.48663142,-0.40944922
1.39,1,0.48663142,-0.40944922
1.39,1,0.48663142,-0.40944922
1.39,1,0.48663142,-0.40944922
1.39,1,0.48663142,-0.40944922
1.39,1,0.48663142,-0.40944922
1.391,1,0.48684734,-0.40968442
1.391,1,0.48684734,-0.40968442
1.399,1,0.4885748,-0.4115661
1.399,1,0.4885748,-0.4115661
1.4,1,0.48879072,-0.41180128
1.4,1,0.48879072,-0.41180128
1.4,1,0.48879072,-0.41180128
1.4,1,0.48879072,-0.41180128
1.4,1,0.48879072,-0.41180128
1.4,1,0.48879072,-0.41180128
1.4,1,0.48879072,-0.41180128
1.4,1,0.48879072,-0.41180128
1.4,1,0.48879072,-0.41180128
1.4,1,0.48879072,-0.41180128
1.4,1,0.48879072,-0.41180128
1.4,1,0.48879072,-0.41180128
1.4,1,0.48879072,-0.41180128
1.4,1,0.48879072,-0.41180128
1.4,1,0.48879072,-0.41180128
1.4,1,0.48879072,-0.41180128
1.4,1,0.48879072,-0.41180128
1.4,1,0.48879072,-0.41180128
1.4,1,0.48879072,-0.41180128
1.4,1,0.48879072,-0.41180128
1.401,1,0.48900664,-0.4120365
1.403,1,0.48943847,-0.4125069
1.404,1,0.48965445,-0.41274214
1.404,1,0.48965445,-0.41274214
1.406,1,0.49008632,-0.41321257
1.408,1,0.49051812,-0.41368294
1.41,1,0.49095002,-0.4141534
1.41,1,0.49095002,-0.4141534
1.41,1,0.49095002,-0.4141534
1.41,1,0.49095002,-0.4141534
1.41,1,0.49095002,-0.4141534
1.41,1,0.49095002,-0.4141534
1.41,1,0.49095002,-0.4141534
1.41,1,0.49095002,-0.4141534
1.41,1,0.49095002,-0.4141534
1.41,1,0.49095002,-0.4141534
1.41,1,0.49095002,-0.4141534
1.411,1,0.49116594,-0.4143886
1.411,1,0.49116594,-0.4143886
1.417,1,0.49246153,-0.41579986
1.417,1,0.49246153,-0.41579986
1.417,1,0.49246153,-0.41579986
1.417,1,0.49246153,-0.41579986
1.417,1,0.49246153,-0.41579986
1.417,1,0.49246153,-0.41579986
1.419,1,0.49289337,-0.41627026
1.42,1,0.49310932,-0.4165055
1.42,1,0.49310932,-0.4165055
1.42,1,0.49310932,-0.4165055
1.42,1,0.49310932,-0.4165055
1.42,1,0.49310932,-0.4165055
1.42,1,0.49310932,-0.4165055
1.42,1,0.49310932,-0.4165055
1.42,1,0.49310932,-0.4165055
1.42,1,0.49310932,-0.4165055
1.42,1,0.49310932,-0.4165055
1.42,1,0.49310932,-0.4165055
1.42,1,0.49310932,-0.4165055
1.42,1,0.49310932,-0.4165055
1.42,1,0.49310932,-0.4165055
1.421,1,0.49332523,-0.41674072
1.421,1,0.49332523,-0.41674072
1.421,1,0.49332523,-0.41674072
1.423,1,0.4937571,-0.41721112
1.423,1,0.4937571,-0.41721112
1.424,1,0.49397302,-0.41744632
1.427,1,0.49462083,-0.41815197
1.427,1,0.49462083,-0.41815197
1.427,1,0.49462083,-0.41815197
1.427,1,0.49462083,-0.41815197
1.427,1,0.49462083,-0.41815197
1.427,1,0.49462083,-0.41815197
1.427,1,0.49462083,-0.41815197
